tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
CC,3325316587,Sofía Martínez,22011989,19,93,19,13,0
MTR,5336456587,Daniela González,17101918,17,2,17,51,0
TI,2333802955,Gabriela Cartagena,18091982,85,95,85,30,0
TI REC,3092328204,Luis Hurtado,26031971,73,68,73,34,1
ANI,3246663206,Marcela Castaneda,02031943,95,50,95,1,1
MTR,0902247637,Luis Cartagena,14041971,88,93,88,62,0
TI PV,3935431782,Daniela López,09051950,52,16,52,98,1
SITAC,4167223717,Sofía López,05051992,8,3,8,25,0
SITAC,6261073420,Miguel González,04081943,63,75,63,24,0
TI PV,3943262460,Luis López,14031965,97,91,97,77,1
TI REN,0508378595,Sofía Cartagena,21101963,95,94,95,87,0
TI REC,6321901626,Ana García,13061944,63,68,63,92,0
CC DUP,3590400903,Miguel Martínez,06081971,18,94,18,98,1
CC REC,4554323598,Ana Perez,25101989,50,1,50,75,1
TI DUP,1150123696,Marcela López,13071995,66,97,66,78,1
CC REC,2326758047,Luis Hurtado,23011975,94,42,94,77,1
DCU,5981496410,Ana Perez,12011951,94,41,94,98,1
CC DIG,3387176172,Ana González,10011976,54,93,54,40,1
TI PV,7053418732,Miguel Perez,15021980,66,16,66,93,0
TI REN,4010496648,Juan Cartagena,13111939,11,19,11,15,0
SITAC,1736422967,Sofía Murillo,20041954,91,45,91,100,0
CC DUP,5023040432,Laura García,28111985,41,10,41,34,1
EIS,5256002602,Luis González,16021992,17,100,17,55,1
SIC,3108416287,Juan Cifuentes,27092008,44,65,44,31,0
TI PV,4543178167,David Hernández,22112007,95,3,95,1,0
CC DIG,6089730150,Sofía Cifuentes,01041930,88,31,88,13,1
SITAC,2639687356,Luis Cartagena,15021954,73,30,73,31,0
HLED-WEB,1873246015,Manuela Murillo,23051996,17,32,17,29,1
MTR,3511355752,Ana Cifuentes,05071932,44,92,44,100,0
CC REC,2436020762,Daniela González,01011933,15,1,15,21,1
AFIS,0227462479,Sofía Hurtado,25081991,11,95,11,4,0
TI REC,3318417158,David Murillo,06081938,11,19,11,20,1
CC DIG,2898871014,David Murillo,16121969,66,60,66,4,0
CC REN,5937138724,Carlos Murillo,23092006,23,78,23,94,0
AFIS,5134770749,Manuela López,12042007,88,24,88,32,0
TI REC,2730007879,Daniela Hernández,25041995,66,15,66,83,1
CC,4373244557,Juan Castaneda,01031934,97,94,97,73,1
SITAC,2647281171,Melissa Hernández,09011990,88,10,88,21,0
NUIP,1426126117,Gabriela Hurtado,13041970,99,1,99,38,0
CC REN,7158785174,Luis Murillo,04091947,94,62,94,67,0
SITAC,2023554220,Ana García,13121959,52,74,52,68,0
TI,3992973492,Sofía Cartagena,04071969,91,60,91,81,0
TI REN,3978366734,Ana Hernández,09091960,81,100,81,92,1
SITAC,1645984071,Laura Cartagena,10022006,54,10,54,53,1
EIS,5510758099,Melissa López,13092000,68,62,68,24,0
DCU,4792715432,Luis Rodríguez,21072007,8,55,8,35,1
ABIS,3504014220,Laura Rodríguez,06051955,44,2,44,68,0
CC DIG,9189361914,Daniela Perez,21101996,52,29,52,40,0
NUIP,3112698177,Marcela Hurtado,24121968,68,29,68,1,0
ANI,7448002309,David Cifuentes,24031969,99,92,99,16,0
CC,8482078669,Melissa Martínez,22041929,47,13,47,34,1
SITAC,9854526181,Miguel Perez,25121948,8,11,8,81,1
TI REC,7310836602,Daniela Murillo,26071956,27,40,27,79,1
SITAC,1552538071,Melissa Hernández,07071982,63,93,63,31,0
TI REC,4780464279,Miguel Castaneda,07081967,99,77,99,91,1
ANI,0018965012,Luis Perez,07041980,73,51,73,54,1
TI REC,9605326062,Daniela Perez,28051993,20,68,20,15,0
TI PV,1475453671,David González,01061994,23,100,23,25,0
CC REC,1307343745,Marcela Cifuentes,21101959,63,24,63,26,0
ABIS,8457817593,Gabriela Castaneda,02121955,19,26,19,36,0
TI PV,2036234572,Carlos Cifuentes,09021920,76,62,76,54,1
ABIS,3518844063,Marcela Hernández,08081992,91,15,91,36,1
AFIS,5076655530,Sofía Hurtado,01061970,19,74,19,40,0
MTR,0642245655,David Hurtado,13101933,73,34,73,6,1
NUIP,2871809491,Laura González,03081963,23,16,23,50,1
TI DUP,7826868228,Marcela Cifuentes,16081931,97,50,97,6,1
TI,8385379743,María Perez,17051957,20,68,20,99,1
CC DUP,0494941854,Juan López,14041933,52,21,52,32,1
TI PV,1357607409,María López,14111999,97,92,97,86,1
MTR,7744425065,Luis Hurtado,27071934,63,59,63,78,1
TI,1444118553,María Hurtado,06081942,85,59,85,87,0
DCU,9951650932,Juan Perez,05111996,8,11,8,26,0
TI DUP,4049000789,Juan García,10111944,63,43,63,50,1
CC DUP,7071906289,Luis Murillo,07071920,95,31,95,93,1
CC PV,6697815801,Manuela Martínez,04051989,70,36,70,22,1
CC REN,5548019685,David Cifuentes,11112009,68,1,68,68,1
CC DUP,1030126108,Laura Cartagena,26082008,19,44,19,52,0
SITAC,7788904601,Gabriela Rodríguez,03081952,5,79,5,20,0
DCU,2190369695,Melissa Cifuentes,17121973,94,73,94,1,1
TI REN,5286311861,Manuela Murillo,22072009,50,51,50,20,0
NIP,3085027054,Marcela García,04071994,68,29,68,99,0
NIP,3260897811,Ana Cartagena,18081952,95,62,95,86,0
CC DUP,7472037520,Carlos Perez,05071964,91,79,91,77,0
TI DUP,5139158309,Daniela Cartagena,18021933,13,35,13,98,0
CC PV,8440070550,Sofía Castaneda,23021964,99,21,99,44,0
HLED-WEB,8693770595,Marcela Rodríguez,13021967,47,38,47,1,0
CC,6830074022,David Perez,10121925,95,38,95,2,1
TI DUP,3901614156,Melissa Hurtado,23041937,88,87,88,90,1
SIC,6165971890,Marcela Cartagena,09031974,70,41,70,58,0
CC REN,4712706717,Daniela Martínez,08121986,85,29,85,40,1
CC,4106761796,David Rodríguez,26111907,11,58,11,31,1
ABIS,6284234882,Marcela Castaneda,02111999,68,79,68,53,0
ANI,3093091601,Manuela Murillo,17101931,5,92,5,10,0
CCT,8691493756,David Hernández,08071972,8,38,8,21,0
CCT,7983775166,Gabriela Cartagena,14101994,94,58,94,35,1
TI PV,9703278289,Ana Castaneda,06071978,63,75,63,100,1
CC REC,5259870941,Sofía López,16101989,68,45,68,1,0
EIS,7557297732,Ana Cifuentes,21021935,13,58,13,62,1
CC DUP,3644596880,Luis Perez,26041996,8,24,8,42,0
TI,4802874397,Juan López,25101944,88,30,88,20,0
CC REN,5263985137,Juan Martínez,15091968,81,21,81,32,0
TI,1455972888,Melissa Rodríguez,08041969,68,74,68,21,1
SITAC,5187992877,Luis Castaneda,05101973,85,2,85,26,0
TI,2429771468,Carlos Martínez,21011963,95,40,95,40,1
CC PV,3602316398,Gabriela Hurtado,03091941,81,95,81,91,0
TI,7834733601,David Rodríguez,04061945,95,62,95,11,1
AFIS,2078117122,Gabriela López,23091961,63,91,63,45,1
MTR,0063241172,Laura Cartagena,26121995,18,13,18,81,1
CC REN,1609371739,Laura Castaneda,01102001,70,81,70,88,1
ANI,5925794679,Juan Martínez,05121960,95,62,95,42,1
CCT,4033716105,Laura Murillo,08071962,15,86,15,42,1
MTR,9742687130,Daniela García,12081945,97,21,97,36,1
CC REC,2475990220,María Cifuentes,04021995,73,95,73,83,0
EIS,3973758101,Sofía Cifuentes,28111990,63,41,63,55,0
TI PV,0652856870,Melissa Rodríguez,09111954,44,65,44,100,1
SIC,5666172810,Ana Martínez,01091945,95,55,95,59,0
TI,1054910650,Marcela Hernández,02121972,11,60,11,19,1
TI REN,6807932268,Sofía Perez,01051978,44,91,44,32,1
CCT,9364751965,Laura Hernández,17072013,63,60,63,97,1
TI REN,1935069029,Miguel Castaneda,21051982,19,87,19,45,1
NUIP,4567904660,Sofía González,25111999,63,58,63,38,0
TI REC,8010449191,Juan Cifuentes,25121993,47,77,47,77,0
CC DIG,5842398474,Luis Castaneda,17061994,19,32,19,59,0
ABIS,5629594506,Ana Hernández,23091953,15,42,15,2,1
TI PV,7235762901,Miguel Hernández,04101976,19,50,19,79,1
CC,4157095141,David Cartagena,06111971,27,98,27,88,1
TI DUP,2350470997,Manuela Perez,21101984,41,43,41,6,0
TI,5262235034,Daniela Perez,13011977,27,21,27,97,1
TI DUP,4677905367,Carlos Castaneda,13121962,97,3,97,52,1
DCU,3332758287,Luis Murillo,14121964,19,62,19,87,0
CC DIG,0658528630,Gabriela Murillo,22121930,5,26,5,54,1
TI REN,9547527479,Marcela Hurtado,03041931,73,41,73,50,0
NIP,9628220489,Gabriela García,08031931,70,34,70,15,1
NIP,0372057759,Manuela Perez,27041999,50,94,50,22,0
SIC,8129373740,David Murillo,10071922,86,42,86,53,0
CC REN,0908260813,María Cifuentes,24041963,19,32,19,26,1
DCU,2372389251,Luis Cartagena,05051931,63,41,63,68,0
DCU,2053012871,Gabriela Castaneda,03121937,70,32,70,43,0
CC,1789273704,Carlos Hernández,24061965,18,59,18,11,0
CCT,7789965892,María González,09031955,25,45,25,94,0
NUIP,8471312660,Gabriela Hernández,13031972,88,31,88,34,0
AFIS,2270540897,Ana Hernández,25031906,44,74,44,88,1
HLED-WEB,9454377926,Daniela Hurtado,06121962,41,98,41,2,0
AFIS,7327475573,David García,13101957,41,30,41,60,0
DCU,9003020298,Manuela Murillo,16081983,95,43,95,4,0
TI REN,6341639515,Luis López,14101999,54,91,54,20,0
MTR,4219203410,Miguel Cartagena,14031972,95,40,95,21,1
CC PV,7312485759,Gabriela Murillo,18121937,13,99,13,60,1
CC DUP,9307248307,Daniela Hurtado,13041989,81,79,81,3,1
TI DUP,1458027629,Melissa González,20011997,15,98,15,50,1
SITAC,9777131437,Marcela Murillo,26111990,63,36,63,68,0
ABIS,2852389966,Carlos Hurtado,19011953,66,60,66,98,1
CC PV,6810391666,Melissa Cartagena,22051934,70,50,70,10,0
ABIS,9672808728,Carlos Martínez,17031948,11,87,11,74,1
DCU,3381055641,Ana Castaneda,23111970,18,67,18,53,0
CC REC,8272825939,Carlos García,15121972,47,99,47,44,1
MTR,0978064994,David Rodríguez,15012002,27,42,27,30,1
ABIS,7616485628,Gabriela Hernández,12051950,85,87,85,22,0
CC REC,5540450907,Gabriela Cifuentes,17011964,44,32,44,52,1
TI REN,5017770408,Marcela Cifuentes,08101959,85,79,85,58,1
TI DUP,9539184070,Melissa Cifuentes,25031967,73,2,73,38,1
TI PV,2070975932,María Hurtado,15011999,95,68,95,6,0
CC DIG,5694743486,Laura López,25121954,23,19,23,20,0
TI DUP,4575399050,Luis Martínez,06111924,85,1,85,92,1
ABIS,8638727035,Melissa Martínez,10011996,81,86,81,19,0
CCT,6365108252,Gabriela Castaneda,10051995,73,50,73,68,1
DCU,7164071645,María López,16101988,85,98,85,10,1
TI DUP,3927816059,Manuela González,05031946,68,87,68,1,0
CC PV,9520834953,Sofía Cartagena,24111957,5,93,5,95,1
CC REN,9673118391,Melissa Cartagena,19101994,88,13,88,81,1
CC REN,6350837567,Miguel Castaneda,18061964,88,94,88,13,0
CCT,5962491619,Juan Martínez,18041934,19,95,19,55,0
MTR,5656878870,Ana Perez,23052002,50,36,50,77,1
EIS,9422898649,Daniela Cartagena,08071977,95,36,95,98,0
AFIS,4913227244,Miguel González,07051940,85,93,85,81,1
CC PV,2740187602,Ana Hernández,01122009,15,92,15,25,1
NIP,6534297475,Sofía Rodríguez,09051958,18,53,18,50,1
TI REN,0863991203,Marcela López,26051966,85,88,85,45,0
SITAC,2543109559,David González,15071931,20,15,20,74,1
CC,1475112837,Marcela Cifuentes,03041950,47,20,47,40,1
NUIP,6033705779,David García,03101989,66,1,66,58,1
TI REC,9985551215,María Hernández,22051997,91,42,91,24,0
HLED-WEB,5497379262,Manuela Perez,16021952,86,47,86,1,1
AFIS,1415414857,Sofía Murillo,19042000,94,32,94,78,1
CC PV,3831473635,María Martínez,07051957,5,11,5,42,0
CC DIG,2195721455,Manuela García,06011958,85,97,85,15,1
TI REC,7801243482,Sofía González,11021939,27,74,27,4,0
CC DUP,5194845821,Marcela Cifuentes,08051976,52,20,52,74,0
CC REN,9875228646,Ana Cifuentes,27111928,41,52,41,44,0
CCT,6561692906,Manuela Perez,23021935,99,90,99,21,1
SIC,0862898910,Luis López,28061963,20,65,20,42,1
CC REN,3616790620,Luis Murillo,16061947,41,6,41,1,1
AFIS,4131545173,Daniela López,07081969,73,41,73,29,0
TI REN,6930549002,Marcela Perez,12121996,15,68,15,22,0
CC DUP,8918213225,Sofía Cifuentes,28051959,63,45,63,2,0
CC REC,4966079589,Sofía Cifuentes,16121972,85,98,85,40,0
TI REC,4109431270,Ana González,13071950,66,55,66,6,0
CC,4883958002,Marcela Hernández,22012008,41,22,41,19,0
TI DUP,0481785786,Juan Perez,23031977,18,68,18,26,0
SIC,5206319914,Marcela Cartagena,27111933,54,40,54,3,0
TI REN,3024889937,Miguel Castaneda,24112001,18,13,18,32,1
CC REC,3813654153,Ana González,26081938,63,13,63,98,0
CC REC,8491232554,Gabriela López,11062003,44,45,44,99,0
HLED-WEB,3147216535,Melissa Cartagena,25071965,94,44,94,3,1
CC PV,8571769196,Sofía López,26041970,27,74,27,77,0
HLED-WEB,1070116626,María García,06121924,88,74,88,15,0
CC PV,5164456419,Miguel Rodríguez,07081927,97,51,97,36,1
DCU,0354678407,Luis Perez,26101958,52,50,52,34,1
CC REN,3157731632,Laura Cartagena,11051956,76,78,76,21,0
SITAC,1490533822,Manuela Hurtado,14091959,85,47,85,6,0
CC DIG,5907954155,David González,08031927,52,75,52,78,0
TI,7400510571,Marcela Cartagena,25092006,15,6,15,1,0
ABIS,9465894280,Laura Hurtado,16101945,11,47,11,53,1
CC DIG,6742269422,María López,19061989,95,31,95,86,1
CC PV,2781943887,Carlos López,16091927,54,94,54,90,1
MTR,6231698640,Laura Rodríguez,13041940,95,40,95,15,1
ANI,1743693955,Manuela Martínez,03051988,15,53,15,16,1
CC REN,8661608092,Luis Murillo,25041944,86,31,86,51,0
NUIP,4214587391,Manuela Hernández,10111978,20,68,20,94,0
NIP,9891213811,Luis Cartagena,26021988,76,40,76,13,0
SIC,0889084437,María González,02021989,91,58,91,3,1
CC DIG,8202958063,Daniela Martínez,17081957,8,86,8,10,0
CC PV,1461430154,Ana Rodríguez,06011986,68,35,68,31,1
HLED-WEB,1368270131,Manuela Cartagena,12111931,20,52,20,31,0
TI REC,2697864957,Manuela Hurtado,13081933,95,36,95,42,1
AFIS,9702923107,Marcela Cifuentes,19081918,8,4,8,79,1
CC REC,5697136952,María Castaneda,08121932,5,95,5,59,1
CC,9387140568,Juan López,17121987,94,91,94,30,0
TI REN,6863451813,Sofía Murillo,17101992,85,53,85,87,1
AFIS,8874324312,Gabriela Cifuentes,14061914,25,16,25,60,0
SITAC,2381672126,Laura Cartagena,14121930,70,68,70,79,0
TI REC,7650267833,Gabriela González,05032000,95,92,95,10,0
TI DUP,7561781026,Daniela Cifuentes,11061982,11,25,11,15,1
SITAC,8987030121,Ana Cartagena,16041978,41,86,41,32,0
CC REC,3115292492,Miguel López,14101953,44,21,44,78,0
DCU,5204689189,Laura Cifuentes,23051936,44,21,44,40,1
TI REC,4993731419,Miguel Perez,08031972,17,31,17,77,0
SIC,0885493704,Luis González,20121926,76,79,76,67,1
TI PV,8603952035,Daniela Castaneda,02081943,91,55,91,21,1
TI DUP,8946583117,Manuela López,21051959,99,25,99,25,1
CC REC,3409579439,Gabriela Hernández,22071952,91,26,91,59,0
TI PV,8728048145,Carlos Castaneda,24011930,15,13,15,11,1
TI REC,3083984858,David Hurtado,10101921,18,88,18,60,0
CC REC,9833876269,Marcela Hernández,03101973,81,74,81,31,0
ABIS,3932158306,Juan Cifuentes,19111930,17,1,17,78,0
CC DUP,8185065704,Juan Hernández,17101963,99,65,99,98,0
CC PV,8435270283,Juan Cartagena,01091925,81,79,81,65,0
CC DIG,8189892104,Laura Murillo,07031951,97,1,97,55,1
NUIP,7938928176,Daniela Cartagena,04041991,20,97,20,98,0
SIC,7665266886,Juan García,25031938,18,3,18,36,0
CC,1994722022,Luis García,06092001,94,34,94,54,0
CC,2493801495,David Cartagena,01071971,18,11,18,29,1
AFIS,3922894863,Manuela Cifuentes,06021982,76,32,76,3,1
TI DUP,4993100700,Daniela González,13121965,94,100,94,68,0
EIS,7679354563,Marcela Rodríguez,06051961,88,24,88,11,1
DCU,1876559621,Juan Hurtado,10041937,88,62,88,68,0
MTR,5136319059,Melissa López,28061995,17,74,17,4,0
CC,9441456123,Gabriela García,07051992,95,11,95,83,1
MTR,8880605329,Manuela García,16041980,76,22,76,19,0
TI,4802723148,Luis Perez,21101980,19,67,19,11,0
TI REN,5748412554,Manuela Cifuentes,07021941,20,24,20,98,0
CC REN,5752889781,Marcela Castaneda,11011987,13,16,13,93,0
CC REC,5092417132,Ana Hernández,02111937,23,15,23,10,0
CC PV,1532724658,David Cartagena,18111962,86,35,86,99,0
NIP,0313324437,Miguel Hurtado,25111989,68,41,68,86,1
CC,8198365072,Carlos Cifuentes,28081980,99,36,99,29,0
DCU,1303252804,Carlos Hurtado,04031934,68,41,68,100,1
SIC,2045087957,Manuela López,27111953,86,67,86,30,1
CC PV,7213859008,Laura López,22051970,19,95,19,11,0
HLED-WEB,6103524851,María García,04021973,15,34,15,55,1
ANI,6746933871,Marcela Martínez,08021953,73,83,73,83,1
MTR,1572074133,Sofía González,14041976,8,98,8,68,0
CCT,3105588859,David González,03031941,47,15,47,55,1
CC DIG,0788675744,David Cifuentes,10101965,19,99,19,53,0
DCU,2951344545,Juan Castaneda,28011955,68,58,68,32,0
EIS,7924831294,María Castaneda,11101987,97,86,97,2,0
CC,4526597547,David Castaneda,09111967,86,45,86,62,1
ANI,6179744595,Luis Hurtado,08081936,23,53,23,67,1
CC DUP,3865267658,Miguel Castaneda,02011968,97,62,97,52,1
DCU,4284463301,Ana López,22101988,44,55,44,24,0
CC DIG,6298888589,Laura Hernández,13071906,86,87,86,67,1
CCT,9372650400,Laura López,20101965,8,10,8,74,0
TI,3722169884,Laura Castaneda,13091972,81,24,81,26,0
TI PV,1749359024,Miguel Cifuentes,22101932,23,74,23,79,1
CCT,5390108000,Melissa Rodríguez,25041935,20,65,20,26,0
CC,0991971393,Manuela Martínez,01092003,25,15,25,42,1
HLED-WEB,4951717546,María Martínez,10021972,76,54,76,92,0
AFIS,4201471083,Sofía Rodríguez,03061953,13,40,13,34,0
SIC,2625020627,María García,14121970,54,2,54,44,0
TI REN,3424949084,Ana Cifuentes,25031951,52,42,52,86,1
HLED-WEB,8627514509,Daniela Cartagena,16011943,5,99,5,92,0
CC,0869124917,Carlos Cartagena,15112006,47,1,47,26,0
TI PV,4822735751,Marcela Hernández,14111980,5,81,5,20,1
EIS,6512360228,Sofía Rodríguez,24071996,94,30,94,78,1
TI,3489635092,Laura Martínez,09031903,13,88,13,35,1
CC REN,3135851054,María Perez,21041983,91,65,91,11,0
HLED-WEB,0378844269,Juan Cartagena,04041976,41,79,41,52,1
NUIP,4183966268,David Martínez,04021995,50,47,50,87,0
AFIS,5971087564,Ana López,03011993,91,52,91,94,0
CC REC,0784254212,Melissa Martínez,15011978,25,21,25,11,0
CC,2837227034,Luis Cartagena,09051941,95,13,95,93,1
SIC,8816353564,Laura López,02031962,52,24,52,74,0
SITAC,2932912443,Daniela López,27061963,91,93,91,38,0
CC,3766840764,Miguel Hurtado,12071980,5,58,5,45,1
CC DUP,3526834027,Ana Perez,23051946,47,10,47,77,0
NUIP,1922272020,Juan Cifuentes,18081981,70,43,70,77,1
CC REC,7992018462,Daniela Hurtado,03021990,20,3,20,32,0
CC,7646930541,Sofía Hurtado,02061964,15,11,15,47,0
TI PV,7295459853,Luis Murillo,18041976,85,93,85,44,1
NUIP,2703312708,Sofía Cartagena,14021941,20,22,20,34,1
CC PV,6730351137,Ana González,13081963,94,59,94,87,0
TI,3761364930,Carlos Perez,02011992,99,25,99,77,1
SIC,8407459373,Carlos González,24071950,63,65,63,67,0
CC REC,9321619742,Laura González,28091974,95,78,95,1,1
MTR,8930763318,Melissa Rodríguez,12081951,70,93,70,2,0
CCT,1289788091,Ana Castaneda,24092000,41,88,41,43,0
NIP,0277297843,Marcela Cartagena,07111964,50,50,50,21,0
NIP,4548765089,Gabriela González,07101927,94,86,94,95,0
AFIS,6194879648,Miguel Murillo,15061992,47,38,47,6,0
SITAC,9879377913,María Hurtado,27071957,54,100,54,53,0
ANI,8227830959,Sofía Perez,14061929,99,92,99,73,0
TI PV,4258473009,Ana Hurtado,05111961,20,100,20,45,1
TI PV,4796674208,Juan Cifuentes,10012017,47,10,47,6,0
NUIP,5883602361,María Cifuentes,05091978,76,67,76,99,0
CC REC,1978156182,Marcela Cifuentes,06042002,54,83,54,43,0
AFIS,1540649380,Miguel Martínez,11031953,13,20,13,47,1
AFIS,9828342014,Gabriela Perez,11021979,41,20,41,55,0
HLED-WEB,7887060078,Miguel Murillo,13061974,25,42,25,68,0
CC DIG,5774110386,Laura Hurtado,03072007,47,95,47,6,0
SITAC,0257409723,María Rodríguez,23042004,41,25,41,88,0
HLED-WEB,0922515449,Daniela Martínez,16061949,47,92,47,22,0
TI PV,1516017496,David Cifuentes,24071968,99,10,99,20,1
CC REC,1899959110,Gabriela Castaneda,02111981,47,92,47,25,0
EIS,2284976037,Juan Castaneda,23091931,41,31,41,54,1
ANI,3988245246,Laura Castaneda,21111966,50,91,50,1,0
SITAC,9035228260,Miguel Cartagena,10101961,70,74,70,2,1
SIC,5189998236,Daniela Hurtado,11091959,94,95,94,2,0
SITAC,4138337971,Laura Hurtado,20072012,50,11,50,3,0
TI PV,8756394676,Sofía Perez,15112001,54,78,54,2,0
CC PV,1748518781,Ana Rodríguez,03011905,81,50,81,98,1
CC DUP,3744338914,Carlos Hurtado,22121966,73,90,73,67,1
HLED-WEB,1030891192,Miguel Perez,11121994,23,88,23,93,1
CC,5959003213,Manuela Perez,09121927,54,25,54,98,0
CC DUP,5519544793,Manuela Cifuentes,02091998,99,78,99,77,0
DCU,7444447180,Gabriela García,08081999,85,21,85,92,1
NIP,1557298488,Miguel González,17081928,73,42,73,29,1
CCT,4488095271,Luis García,03071958,41,2,41,25,1
CC DUP,6004695258,Marcela Rodríguez,01011975,76,94,76,45,0
CC DIG,8549739561,Carlos Cartagena,18072017,50,11,50,26,1
TI REN,4776776554,Gabriela González,27091924,95,6,95,62,1
CCT,6686855004,Marcela Hurtado,28021964,91,41,91,13,1
DCU,0681017124,Miguel Martínez,24081929,99,30,99,98,1
DCU,4314593389,Sofía Cartagena,24031968,70,100,70,67,1
TI,5535973383,Carlos Castaneda,12051990,86,98,86,87,0
SITAC,1872228214,Marcela Hernández,20071994,19,93,19,73,0
HLED-WEB,9273428793,Carlos Castaneda,09061963,23,100,23,68,0
TI DUP,6678268250,Marcela Cartagena,11111971,94,42,94,50,1
ABIS,2644670960,Luis García,25081995,13,31,13,83,0
ABIS,1765294837,Carlos Perez,10011942,52,41,52,62,1
HLED-WEB,2057656320,Marcela Rodríguez,02022002,13,97,13,54,1
CC PV,9864123526,Miguel Hernández,16031926,76,29,76,53,1
CC,7662650926,María Cartagena,17011944,54,3,54,24,1
SITAC,2940708781,Carlos García,16071969,88,6,88,55,1
ANI,3542008572,Luis Rodríguez,17111967,66,55,66,35,0
HLED-WEB,0889350924,Ana Cifuentes,05031931,97,16,97,36,0
SITAC,1145088648,Melissa Martínez,27071930,5,13,5,87,0
CCT,2377872102,Gabriela Perez,03041932,97,32,97,58,0
HLED-WEB,5693050138,Juan Castaneda,17081989,99,25,99,55,1
EIS,5445150946,María Hurtado,22122005,8,91,8,50,0
HLED-WEB,4184078091,David Hurtado,22061993,88,22,88,21,1
TI DUP,8284719106,Gabriela Hurtado,18051951,94,4,94,79,1
AFIS,4000422145,David Hernández,10111972,5,73,5,13,0
EIS,6222401253,Daniela Murillo,10121928,66,6,66,67,0
CC DIG,5502869106,Melissa García,25091951,15,24,15,45,0
TI PV,4464965497,Sofía García,11101955,8,91,8,44,1
EIS,3112925615,Miguel Murillo,03022007,95,97,95,26,1
NUIP,9382708561,Gabriela López,07081992,73,73,73,94,0
NIP,4245957509,Ana Cartagena,05051958,85,54,85,30,1
NIP,0588209890,Luis González,15032008,66,65,66,62,1
CC DIG,3113602564,Gabriela Martínez,10021978,25,93,25,86,1
DCU,1873586764,Laura Murillo,26091941,11,20,11,11,1
NUIP,8829443622,Melissa López,19111942,41,31,41,2,0
SIC,3896588280,Daniela Murillo,17081999,76,51,76,16,0
TI,7781772078,Sofía Perez,20091931,27,88,27,1,0
TI REC,7892973434,Ana Perez,14091926,25,55,25,41,0
TI PV,2507767750,Marcela Murillo,07091937,68,1,68,47,0
CCT,0875129547,Ana Perez,11021951,8,67,8,98,1
DCU,5579456751,Ana Castaneda,01111989,8,93,8,35,1
SITAC,7136660238,Manuela Perez,05011955,70,97,70,100,1
CCT,5003899261,Daniela Cifuentes,14011928,86,88,86,91,1
TI REN,8989268376,Gabriela López,18121983,52,32,52,93,1
ABIS,4934854959,Daniela Rodríguez,03052000,76,1,76,13,1
NIP,5836680994,Miguel Cifuentes,01071928,70,60,70,67,1
ABIS,6503631341,Gabriela Martínez,21061990,18,11,18,62,0
TI REN,3046892342,Juan Hurtado,27061953,5,47,5,24,0
CCT,4837311547,David Perez,21022005,11,43,11,20,1
AFIS,4490582668,Marcela Cartagena,23071950,25,90,25,16,0
MTR,2714441046,María Murillo,23101936,27,26,27,87,1
CC REN,1888595943,María Cifuentes,04061992,47,1,47,99,1
ABIS,7499567684,Juan Perez,06091998,8,79,8,32,0
TI,7723436221,Miguel López,02022002,54,26,54,30,0
EIS,1037765191,Ana Cifuentes,14101974,99,92,99,45,1
CC REN,9912887015,Manuela Martínez,07011925,44,43,44,79,0
CC DIG,6175526293,Sofía Hernández,01071978,91,25,91,52,1
SITAC,1068848030,David González,08111974,76,100,76,92,0
TI REN,6797725769,Marcela Castaneda,25051951,70,41,70,94,0
NIP,3798064605,Ana Perez,04121941,97,62,97,98,0
DCU,8735278405,Gabriela González,06051953,94,20,94,34,1
ABIS,1153201132,Daniela López,09061963,73,15,73,1,1
TI REN,5118637478,Carlos Hernández,27022008,19,81,19,95,0
TI PV,6578400889,María Hernández,11081987,50,91,50,67,1
EIS,5284481963,Melissa Hernández,17011996,97,58,97,93,1
SIC,3333211140,Manuela Hurtado,16091987,11,40,11,32,0
ABIS,7284228036,Laura Martínez,27042008,97,94,97,40,1
TI REC,5142719468,Laura Murillo,27091958,73,62,73,2,0
TI,8852948480,Melissa Castaneda,18101952,91,81,91,1,1
CC REN,8895701870,Marcela Cifuentes,04041938,94,34,94,97,0
CC REN,8061347164,David Cifuentes,21042004,25,59,25,29,0
CC REN,2645227310,Daniela Murillo,20091958,95,15,95,41,1
CC DUP,9096346209,Miguel Martínez,18081936,20,65,20,50,0
NIP,8936334873,Gabriela Cartagena,22111980,68,97,68,95,0
TI PV,8793458629,Daniela Martínez,27121989,88,91,88,73,1
MTR,9663438993,Sofía González,02041944,63,10,63,90,1
EIS,8402982197,David Perez,06081968,17,30,17,45,0
CC DIG,7349038054,Luis Cifuentes,07021947,25,95,25,65,1
TI,1355229962,Sofía Cifuentes,06112003,85,83,85,13,0
TI DUP,3541804185,Ana González,14031984,95,91,95,1,0
TI REC,5846959598,Gabriela Cifuentes,07041933,23,34,23,31,1
SIC,9877975678,María Martínez,19041946,47,4,47,98,1
CCT,7745195565,Miguel Perez,19061975,94,20,94,32,1
ABIS,5319521894,Laura Perez,08091981,18,51,18,94,1
TI DUP,8960471023,Carlos Perez,28071983,88,42,88,40,1
DCU,4058274008,Gabriela Rodríguez,07111924,97,13,97,44,1
HLED-WEB,8119165191,Laura Castaneda,17031930,88,10,88,21,1
