tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
ANI,8386655497,Juan López,20031930,99,59,99,19,0
AFIS,3598662319,Marcela Castaneda,10071975,23,78,23,62,0
CC REC,0121309923,Luis Martínez,28061973,19,43,19,74,0
AFIS,8024852718,Juan Cifuentes,08111931,25,67,25,44,0
TI DUP,5690554624,Sofía López,09051972,81,25,81,29,1
CC REN,0164112854,Luis Rodríguez,18111930,86,13,86,32,0
MTR,8307208072,Sofía Perez,11111953,68,54,68,32,1
EIS,9777612220,Marcela Perez,08071986,99,43,99,78,1
HLED-WEB,5140473376,Melissa Rodríguez,10091949,5,81,5,77,0
DCU,9787379754,Laura Perez,14091989,95,10,95,94,1
TI,8090624903,Sofía Murillo,04051952,8,97,8,41,1
TI,9207251935,Marcela Cartagena,27101926,8,79,8,47,0
TI PV,4114804708,Manuela González,24051996,85,13,85,16,1
CCT,2969391081,Ana Perez,17071967,95,10,95,4,0
CC DUP,0925589508,Luis García,06091947,47,79,47,44,0
EIS,3189879185,Daniela Hernández,19101992,18,13,18,100,1
NUIP,9188027458,Manuela Castaneda,09071967,85,24,85,75,1
DCU,2734151506,Manuela López,23031936,11,50,11,90,0
CC REC,9115798221,David Hurtado,19051946,76,73,76,68,1
NIP,2152336048,Manuela Cartagena,28041992,54,51,54,2,0
CC DUP,6458167441,Ana Hernández,15042005,27,43,27,98,0
TI REN,6100448114,Ana Martínez,03061969,18,60,18,30,1
CC,6587926357,Gabriela Rodríguez,02031977,85,86,85,60,1
DCU,2690603018,Daniela Cifuentes,24041917,63,98,63,38,1
TI PV,4837701652,Luis Martínez,06012006,18,79,18,53,0
TI PV,2066013292,Carlos González,16081997,86,41,86,79,1
CC PV,1399231085,Laura López,08051943,54,30,54,42,0
CC REN,8613253625,Laura Hernández,28011998,20,47,20,20,1
TI REN,0114175870,Ana Hurtado,27101987,17,55,17,79,0
TI,3863113868,Luis López,25081958,97,36,97,83,0
CC,3626475416,David Perez,28092007,5,43,5,24,0
ABIS,7611756050,Luis Martínez,25111966,81,100,81,97,1
HLED-WEB,7143577687,Melissa Perez,14081997,5,91,5,55,1
DCU,4611151866,Gabriela García,02102001,50,13,50,58,1
MTR,9536431993,Carlos Hurtado,02112009,97,55,97,73,0
CC DIG,3157617834,Daniela Castaneda,28111924,94,2,94,60,0
ABIS,7644931095,Gabriela Hurtado,13071986,23,51,23,73,0
CC DUP,9425802976,Melissa Murillo,02052002,76,22,76,3,1
EIS,9264130833,Miguel Rodríguez,19121952,70,100,70,40,0
CCT,0074220485,Luis Rodríguez,17041957,68,59,68,43,0
CC,0184755123,David Hurtado,22051990,41,94,41,97,0
CC DIG,4583490340,Marcela Hernández,19081988,95,78,95,24,1
TI REN,4975415711,Daniela Hernández,03041979,50,34,50,74,1
HLED-WEB,6445313449,Carlos Martínez,01041972,18,62,18,54,0
NUIP,3622796972,Miguel Perez,23111947,47,44,47,55,1
TI PV,8987123275,Juan Murillo,26111947,17,2,17,25,0
HLED-WEB,4776245643,Luis Hurtado,10021949,50,78,50,24,1
CC REC,9578676704,María Cifuentes,06101986,50,53,50,20,1
SITAC,7520569589,Carlos Perez,15031980,88,78,88,65,1
TI PV,1607513201,Carlos López,17071951,5,21,5,40,0
CC REN,9749042552,Juan García,04031963,86,90,86,91,1
EIS,4582369235,Ana Castaneda,21072007,52,30,52,30,0
SIC,3709111374,Sofía Murillo,22051947,91,41,91,42,1
CC PV,5151616465,Laura Martínez,06121973,94,13,94,38,0
ABIS,3535654905,María Perez,05061999,19,34,19,43,1
MTR,7046494567,David González,18061948,91,16,91,99,1
CC PV,4725639169,Gabriela Cifuentes,03041925,81,47,81,52,1
TI PV,8401614416,Ana López,07101966,54,20,54,6,1
DCU,6284252468,Melissa Hernández,26011924,52,42,52,54,0
AFIS,2297832499,Daniela Perez,03011979,11,22,11,25,1
TI REN,9763167970,Luis Martínez,03091978,88,58,88,77,0
NIP,3290451624,Gabriela Murillo,05051975,52,36,52,19,0
DCU,5196221837,Melissa Perez,04101986,19,26,19,78,0
TI DUP,5660562246,Ana López,04062011,50,87,50,31,0
CC PV,7169171713,Carlos Rodríguez,25101960,44,54,44,47,1
EIS,3698260160,Marcela Martínez,16101991,66,31,66,83,0
TI REN,3398713599,Miguel Cartagena,15042009,20,36,20,94,1
CC DIG,6453970149,Ana González,13121992,5,38,5,34,1
CC DIG,4050172844,Juan Castaneda,17041999,76,87,76,44,1
CC REC,8342254238,David Cartagena,18071949,95,20,95,3,1
TI REN,6401902942,Daniela Hernández,01051952,27,29,27,83,1
CC DIG,8093173123,Luis Hurtado,05051951,52,42,52,59,0
TI REC,8294109988,Manuela Cifuentes,05011989,99,13,99,90,1
CC DUP,0957563139,Sofía Hernández,14081960,13,1,13,58,0
CCT,7836508118,Melissa Perez,01091951,95,52,95,59,1
CC PV,3849768928,Ana Hurtado,11092005,25,35,25,60,0
TI PV,2236884176,Sofía Hernández,13101947,99,52,99,21,0
CC PV,9975532491,David García,03032001,17,45,17,22,0
TI REC,1177707297,Juan García,21011952,8,52,8,44,1
SIC,9585883399,María Castaneda,03081990,66,19,66,43,0
SIC,8004061577,Luis Hurtado,13121956,99,47,99,4,0
HLED-WEB,4374518582,Luis Rodríguez,13081938,44,62,44,10,1
ANI,3434728575,Sofía Hernández,28071977,97,34,97,51,1
CC REC,1435939600,Laura Perez,08092001,11,31,11,20,1
CC PV,8117966867,Miguel Murillo,03041970,73,13,73,86,1
HLED-WEB,9388526189,David Murillo,20122001,15,11,15,73,1
CC REN,2999317089,Miguel González,18031925,85,3,85,54,0
NUIP,3005968167,Miguel García,17051946,99,31,99,47,1
MTR,3366282540,Sofía Rodríguez,08081983,94,59,94,20,1
DCU,6291101415,Ana Rodríguez,25081973,18,83,18,60,0
ANI,6016791301,Marcela García,14101940,47,34,47,10,0
CCT,7400598745,Miguel López,11062009,13,43,13,6,0
HLED-WEB,1028847031,Gabriela Hernández,11011970,47,45,47,31,1
CCT,3900053274,Luis González,25111976,8,59,8,44,1
NUIP,6091203577,Gabriela García,17061971,5,97,5,77,0
CCT,9581681263,Sofía Hernández,28011967,41,52,41,52,0
SIC,8914843271,Laura Perez,25062002,66,38,66,22,0
AFIS,5924368496,Daniela Hernández,11031946,81,99,81,43,0
CC REC,4317131049,Juan Hernández,16051994,73,75,73,1,1
ABIS,6379387705,Manuela López,11011981,25,3,25,47,0
TI DUP,1922002665,Luis Hernández,10121979,13,2,13,35,0
MTR,2366033892,Sofía Cartagena,27032021,63,20,63,36,0
CCT,4035642825,Melissa López,12101955,81,99,81,77,1
ABIS,3020202173,Sofía López,07022009,70,50,70,73,0
ABIS,5340433822,Juan Cartagena,26061958,91,29,91,65,1
AFIS,5663864000,Manuela Cifuentes,17071925,8,94,8,10,0
SIC,6272959886,Gabriela López,23071973,66,83,66,54,1
NUIP,6760829692,Gabriela Hernández,24081925,25,42,25,4,1
NIP,3563975799,Ana Castaneda,02091924,99,3,99,20,0
CC DIG,3030372431,Miguel Castaneda,25102008,8,52,8,87,1
CC,7609069947,Marcela Hernández,04101983,15,24,15,91,1
TI,2608508571,Daniela Perez,19122008,44,60,44,2,1
CC,0844420687,Laura Martínez,22121952,15,51,15,52,1
SIC,4047229407,Miguel Murillo,27051993,95,32,95,54,0
ABIS,1489634611,Miguel Cartagena,13051987,97,4,97,44,0
SIC,2707284057,Juan Perez,12031949,88,92,88,81,1
ANI,3095228489,Marcela Rodríguez,24071928,47,36,47,4,1
DCU,3387059894,Manuela Hernández,06051942,25,24,25,32,0
CCT,9278152502,María González,11081931,18,16,18,30,1
CC REC,2979267611,Juan Castaneda,08101953,86,58,86,3,0
CC REN,7807449576,Ana Perez,03022005,25,43,25,20,1
CCT,7249057313,Sofía Perez,11072005,25,3,25,58,1
SIC,8948283544,Gabriela Castaneda,26031949,95,52,95,44,1
SIC,5769429404,Melissa López,28102000,47,16,47,93,1
TI REN,6253164582,Gabriela Hurtado,08092005,97,2,97,98,0
ABIS,6912204978,Ana Cifuentes,24111975,97,94,97,1,1
ABIS,9947775649,Gabriela Rodríguez,23111944,18,43,18,50,0
TI REN,6945417208,Ana Murillo,01012000,18,4,18,90,1
ABIS,6005676051,Laura González,04091987,18,11,18,99,0
CC REN,1421853167,Marcela López,14081955,44,41,44,55,1
CC DUP,8510588389,Miguel García,08031976,66,34,66,38,1
CC DIG,2254032510,Juan Perez,13101932,27,40,27,20,1
CC,9747926367,Luis Rodríguez,17021942,85,87,85,95,1
CC REC,0789944209,Carlos Perez,11101936,25,98,25,91,1
NIP,7514318492,Sofía González,10111959,66,30,66,29,0
NUIP,1301949684,Manuela López,20081958,8,88,8,60,1
HLED-WEB,4565291086,Ana Perez,16121947,8,38,8,26,1
CC,2690954033,Luis Martínez,08111972,85,32,85,44,1
MTR,3149739257,Juan Murillo,04101958,97,11,97,97,1
SIC,7422579396,Daniela García,04072007,88,51,88,30,0
AFIS,3415355188,Manuela García,20011992,5,13,5,10,0
NIP,3323814864,Ana Castaneda,16111976,97,2,97,86,1
ABIS,5149011915,Sofía Rodríguez,02062005,95,68,95,87,0
CC PV,5076055141,Juan González,05121985,68,55,68,97,0
SITAC,6643038217,David Castaneda,28031980,70,24,70,86,0
DCU,1300974805,Miguel Cartagena,13101951,50,68,50,77,0
NUIP,7856065190,Daniela Hernández,27061963,81,97,81,45,1
NUIP,2392803774,Juan Cifuentes,09022012,66,43,66,60,1
TI,1387388312,Melissa González,11011973,54,94,54,75,0
HLED-WEB,3645062650,Juan Rodríguez,20111932,41,60,41,86,1
HLED-WEB,2176008538,Carlos Hernández,12041937,81,58,81,50,0
TI DUP,5261437010,Luis González,03011979,19,55,19,25,0
NIP,1430690975,Juan Murillo,26071977,13,65,13,50,1
NIP,6164141136,María López,13041989,81,26,81,10,1
CC REN,2660951044,Carlos Cifuentes,27121967,25,58,25,75,1
ANI,1855887057,Laura Cartagena,10121989,27,52,27,38,0
TI DUP,3966328220,Juan Castaneda,07041927,47,52,47,99,1
TI,0293671570,Juan López,12052001,73,81,73,29,0
ANI,1253124411,Melissa Rodríguez,16091984,54,86,54,58,1
NIP,2182973638,Luis Hernández,01022000,63,91,63,59,0
TI DUP,0246574263,Gabriela Cartagena,06021960,88,32,88,53,0
NUIP,6716234160,Daniela Rodríguez,28051937,54,20,54,99,0
TI REN,1060757330,Melissa González,12051988,25,77,25,45,1
SITAC,7732674221,Ana Rodríguez,07121958,41,1,41,97,0
NIP,4595022145,David Martínez,26121937,41,6,41,34,1
CC DUP,7214748310,Laura Murillo,14011940,97,43,97,36,0
HLED-WEB,1134544085,Sofía Hurtado,20051999,25,58,25,20,1
TI REC,1093147771,Sofía Castaneda,07102000,25,97,25,11,1
SITAC,3181473099,Carlos Hernández,15121944,25,25,25,16,1
CC REC,2778054811,David López,06091985,17,95,17,35,1
ABIS,7309993127,Marcela Hernández,14111999,17,90,17,34,1
NUIP,4341884749,Daniela Martínez,15081963,44,1,44,40,0
TI DUP,9265458469,María Murillo,09111969,85,83,85,90,0
MTR,1446523162,Daniela López,06091960,73,24,73,62,0
NIP,2187381739,Miguel Castaneda,14051958,8,62,8,92,0
ABIS,9790046919,Marcela García,21031935,81,60,81,20,0
SITAC,9900874815,Manuela López,11121982,13,79,13,58,1
HLED-WEB,9285037861,David Hernández,03011985,13,50,13,86,1
SITAC,6120774145,Melissa González,11051954,52,75,52,16,1
CC REC,1039741916,Melissa García,24111984,95,75,95,100,0
ANI,3099497765,Ana Rodríguez,11121992,47,95,47,20,0
TI REN,4585209933,Juan González,16041978,95,73,95,45,1
ANI,1151422117,Sofía García,06021927,50,79,50,25,1
AFIS,7326687601,Marcela Castaneda,06112005,25,38,25,62,0
TI REN,9138973770,Laura Cifuentes,13051931,13,51,13,55,1
AFIS,1284491025,Melissa Murillo,17021955,20,53,20,38,0
CC,4578259656,Carlos Castaneda,15051995,68,53,68,35,0
TI,3695616126,Marcela López,15011975,41,30,41,55,0
TI DUP,8235642727,Ana Castaneda,23031968,73,4,73,60,0
SIC,0060878443,Manuela Martínez,06012003,73,78,73,29,0
CC REC,3635354260,Manuela González,14091941,5,65,5,19,0
TI,8271926724,Gabriela González,26091949,88,98,88,22,1
AFIS,6504964922,Manuela Castaneda,10022009,19,51,19,4,0
EIS,1573486275,Marcela Hurtado,26051969,88,50,88,54,0
NUIP,1421664355,Carlos Cartagena,06081981,63,100,63,32,0
EIS,7485674183,Juan González,11101974,85,54,85,15,1
CC PV,6941486540,María Cartagena,12021976,23,51,23,50,1
TI DUP,0142638251,Manuela Hurtado,10042009,86,92,86,67,1
HLED-WEB,6553241701,Melissa Rodríguez,10031996,52,47,52,60,0
ANI,5290166137,Luis López,15102011,50,98,50,95,1
DCU,4480926274,Laura López,13011977,70,15,70,54,0
CC DIG,4762804520,Daniela Perez,18031915,23,51,23,98,1
CC,3693016588,Manuela Cartagena,14111973,52,99,52,21,0
SIC,8781360385,Ana Hurtado,02071985,73,45,73,45,1
CC DUP,2955970786,Daniela Perez,03071958,27,94,27,68,0
TI,9162609513,Melissa Hernández,22072017,73,44,73,26,0
SITAC,0920437542,David González,24052008,63,31,63,42,0
MTR,2838659734,Manuela Hernández,22121925,73,19,73,29,1
HLED-WEB,0096621238,María Martínez,08071929,23,1,23,2,1
SITAC,3517995005,Carlos Hernández,03031946,20,50,20,3,0
TI DUP,2925543316,Ana García,16051955,17,2,17,52,0
ANI,9092571954,María López,22011951,18,55,18,52,1
ANI,2659370223,David López,27121978,17,45,17,40,0
CC PV,3448921003,Carlos Martínez,23111955,94,13,94,79,0
CC DUP,4753334278,Gabriela Rodríguez,03011998,17,92,17,15,1
ABIS,7445024258,Laura Hurtado,13091945,18,79,18,97,1
CC REN,5034077875,Juan Castaneda,24012005,13,97,13,3,1
TI,5351820899,Melissa Murillo,09021990,52,2,52,31,1
SITAC,3625751339,Laura García,01081985,66,44,66,31,1
MTR,3634014071,Luis Cifuentes,28041974,11,15,11,53,0
HLED-WEB,4127011985,Ana Hurtado,07041988,25,55,25,53,1
ABIS,9320934863,Luis Castaneda,18091928,50,52,50,38,1
CC DIG,0992990448,María Cartagena,04021978,63,90,63,47,1
NIP,8732527510,David Perez,08091978,11,26,11,47,0
EIS,8145629872,David Castaneda,24021987,15,3,15,35,0
CC DIG,2459193357,Luis Martínez,18041997,99,21,99,77,0
EIS,5941212260,Laura Cartagena,09071980,91,32,91,53,0
CC REC,2299048932,María González,02081986,95,41,95,44,0
TI,1826471660,Sofía Perez,25091994,25,94,25,41,1
NUIP,4028575419,María Perez,07111998,27,91,27,25,0
CCT,1186468968,Ana Perez,15022007,13,74,13,41,1
TI REN,1632901973,Miguel Rodríguez,26112012,63,22,63,52,1
CC REC,1116052033,Luis Murillo,11041935,94,91,94,40,1
AFIS,7004638628,David Cartagena,03081943,13,51,13,81,0
NUIP,2670211493,Juan Perez,16112001,20,6,20,93,1
TI DUP,8755425463,Melissa Murillo,23041995,86,41,86,36,1
TI,6375408209,Juan Castaneda,28051995,47,35,47,79,0
MTR,8995704808,Gabriela Castaneda,04111927,99,47,99,52,0
ABIS,3400472014,Daniela García,25051985,88,93,88,25,0
EIS,2997362080,Miguel Cartagena,25061986,50,86,50,78,0
CC DIG,2615621224,Ana Rodríguez,02071940,5,6,5,11,0
TI REN,8934153342,Gabriela Rodríguez,18061984,11,38,11,90,1
EIS,9428953615,Luis Hurtado,01031968,52,1,52,2,1
CC,8665642400,Luis Hurtado,10121971,11,31,11,51,1
AFIS,3118707974,Laura Hurtado,26041921,99,16,99,65,1
SIC,3444152753,Melissa Castaneda,27051979,63,40,63,1,0
NIP,7004956307,Gabriela Cifuentes,07081949,76,94,76,29,1
AFIS,5391704442,Carlos Hernández,06111962,11,2,11,34,0
SIC,4422601911,Ana Murillo,17021934,97,16,97,25,0
ANI,0110211515,Luis Castaneda,24101988,68,43,68,94,1
CC PV,5378970577,Carlos López,06111949,54,62,54,81,1
CC PV,7724438591,Manuela Perez,08101981,44,97,44,95,0
CC REC,9238021529,Daniela Martínez,25011946,47,29,47,74,1
TI DUP,6907149388,Gabriela García,17122008,13,35,13,54,0
CCT,2762619433,David Murillo,19081987,11,75,11,88,1
TI PV,8208493860,Manuela Castaneda,11011976,52,100,52,55,0
ABIS,0078392720,Ana Cartagena,21111996,20,31,20,83,0
CC REC,0069635214,Miguel Martínez,13101930,25,4,25,41,1
CC REN,0117386377,Laura Cartagena,20121928,50,16,50,31,0
TI,6681012396,Juan Castaneda,04101945,27,2,27,54,0
TI REC,8973478053,Laura López,21051983,41,31,41,90,0
CC DUP,4773255923,Juan Hernández,09081952,20,41,20,11,0
CC,6796807436,Daniela Hurtado,18061971,52,29,52,6,1
MTR,7939886428,Juan Martínez,03101988,19,83,19,94,1
NUIP,5702330593,Miguel Perez,02031944,25,32,25,75,1
AFIS,3797573846,Ana Martínez,07031944,44,24,44,16,1
SIC,8350351383,Marcela Hurtado,10011960,18,51,18,62,1
NIP,8962383371,María Hurtado,20121946,85,2,85,73,1
MTR,6579228428,Laura Cifuentes,18091984,41,73,41,68,1
MTR,0686659847,Laura López,17031974,73,67,73,30,1
TI REC,0841305620,Laura Cartagena,12101999,23,32,23,74,1
CC PV,2340992897,Marcela López,06091930,19,78,19,73,0
EIS,1434749301,Laura Perez,03101978,63,10,63,78,1
NUIP,9657335651,Carlos Castaneda,11092006,50,55,50,16,1
ANI,9589415379,María Martínez,01041962,54,79,54,40,0
CC DIG,4920493777,Marcela Hernández,10021956,18,51,18,65,0
NIP,7470900001,Luis Castaneda,24081991,86,99,86,75,0
EIS,2954750620,Laura Cifuentes,17021944,76,2,76,50,0
TI DUP,0143465148,Ana González,11081930,52,26,52,88,1
CC DIG,4586884772,Gabriela López,24022002,54,97,54,30,1
EIS,5240875929,Carlos Martínez,27012006,5,86,5,21,1
MTR,6830847378,María López,17121987,73,41,73,51,1
NUIP,2761622316,Melissa Castaneda,09121996,8,30,8,78,0
DCU,4207714406,Laura Perez,27091956,73,60,73,98,0
NUIP,1164755262,Ana Rodríguez,23091988,17,93,17,73,1
TI PV,5705981433,Luis García,19121940,20,90,20,1,0
TI,0520991999,Luis Hernández,11041945,8,2,8,65,0
CC,6234684911,Melissa Hurtado,01101990,18,58,18,2,1
CC,6838173110,Ana Castaneda,15111951,50,55,50,78,1
CCT,0809136466,Daniela Hurtado,19041929,88,15,88,16,0
TI PV,3391506339,Manuela Rodríguez,02071987,85,73,85,73,1
NIP,6760201137,Gabriela García,22081951,85,81,85,51,0
CCT,2524126918,David Perez,17031938,20,50,20,100,0
HLED-WEB,6193708419,Melissa Cifuentes,11111955,63,94,63,83,0
TI PV,5271586896,Carlos Cartagena,14082003,27,24,27,79,1
EIS,7475227754,Melissa Rodríguez,06111926,17,43,17,4,1
NUIP,6718352546,Melissa Rodríguez,24032002,23,88,23,36,1
ABIS,0531599144,Marcela Perez,13101944,20,73,20,32,1
CCT,1776278528,Laura Rodríguez,11071986,68,3,68,24,1
NUIP,8983467536,Melissa Cifuentes,16061987,50,60,50,51,1
EIS,7385739413,María Perez,19111951,17,90,17,36,1
EIS,3680164699,Ana García,12051975,5,21,5,35,0
TI REC,9770435987,Juan Hernández,09111959,25,73,25,30,0
TI REN,8568711098,Marcela García,08122005,91,53,91,73,1
CC DUP,1179354762,Gabriela González,03041977,25,24,25,92,1
CC REN,5872823060,Luis Murillo,27051924,41,40,41,74,0
SIC,4036920848,David García,16052007,11,29,11,67,0
MTR,8895542443,Ana Rodríguez,20082002,76,4,76,67,1
ANI,2610407232,Ana González,13071979,11,99,11,15,0
CC,2992897589,David Murillo,06061956,18,45,18,95,0
EIS,7127666197,Luis Hurtado,15111938,91,77,91,68,1
CC PV,3758132594,Carlos González,03071979,91,1,91,21,0
TI,1322611698,David Cifuentes,14051977,13,4,13,1,0
TI DUP,2511002123,Manuela Cifuentes,16062001,85,65,85,87,0
SIC,4533222186,Melissa Perez,13121924,94,53,94,3,0
TI PV,2771994548,Carlos Rodríguez,05111952,8,54,8,55,1
TI,7320620149,Marcela García,14071936,41,32,41,2,0
NIP,7216422419,Sofía Cartagena,12091995,47,2,47,75,1
AFIS,3465525016,Ana Perez,23041958,95,78,95,11,0
TI REC,9531462415,Carlos Cifuentes,13101981,85,78,85,58,0
CC PV,1312980274,Luis Rodríguez,05101959,86,13,86,62,1
ANI,6970006384,Marcela Castaneda,09051996,19,62,19,91,1
ABIS,2920327022,María González,16041974,85,38,85,21,1
CC REC,1340753309,Gabriela Hernández,01091949,52,95,52,21,0
NUIP,6759123864,Luis Cartagena,13071989,20,21,20,65,0
MTR,2003073548,Melissa García,28051989,13,52,13,16,0
NUIP,9033229124,Luis Hernández,16021983,11,11,11,24,0
CCT,1901087565,Ana Hernández,03071979,66,6,66,32,0
CCT,8785934033,Juan Cifuentes,22101995,54,52,54,77,0
CCT,6578024678,Manuela Cartagena,22071981,88,19,88,13,0
MTR,0262474956,Juan López,15121967,20,45,20,4,0
ABIS,6517664196,Gabriela López,03031970,70,83,70,26,0
SITAC,4450803363,David Perez,09041981,81,62,81,40,0
DCU,4774334962,David González,01041991,50,94,50,40,0
SITAC,2777845079,Sofía García,22041963,5,87,5,79,0
CC DUP,8828235962,Laura Murillo,14011931,99,67,99,91,1
ABIS,9245441433,Sofía Martínez,05071996,19,65,19,24,1
TI REN,8971021604,Laura Castaneda,17081982,95,24,95,54,0
MTR,3864580433,Gabriela López,10051987,44,98,44,88,0
SITAC,6247317497,Daniela Cartagena,27011991,70,54,70,93,0
CC,0771968564,Manuela Murillo,15072002,44,31,44,99,1
TI DUP,7977956892,Laura Cartagena,13121988,11,60,11,58,0
DCU,2040350423,Manuela Martínez,17061967,94,54,94,54,1
AFIS,4189657863,David Castaneda,10061923,88,42,88,13,1
NUIP,2739852883,Sofía Martínez,25101999,70,95,70,93,1
NUIP,6533630812,Marcela Martínez,11031975,88,78,88,4,1
SITAC,7630585710,Juan Perez,19051936,13,79,13,34,0
CC REC,6047136429,David Cartagena,12031965,76,100,76,41,0
CC,5871299471,Marcela González,22071957,54,19,54,83,0
SITAC,7250112574,Laura García,21121976,70,2,70,62,1
DCU,6171939598,Sofía Murillo,15092001,27,34,27,2,1
TI DUP,8958988747,Ana González,04012014,5,58,5,55,1
CC DIG,0843691090,Daniela Cartagena,07122000,8,88,8,91,0
NUIP,5175377550,Carlos González,05031937,20,98,20,93,0
ABIS,4730673805,Laura Murillo,01021935,47,4,47,60,0
SITAC,3774013785,Melissa Hurtado,16061982,88,83,88,43,0
SIC,7591484402,Gabriela Cifuentes,26112007,68,10,68,47,1
TI DUP,7701397458,Carlos García,11121909,13,43,13,50,0
CC DIG,4238511370,Juan López,16031995,81,53,81,98,1
CC,7612212407,Manuela Rodríguez,28032022,97,87,97,47,0
CC REC,8710865895,David García,27091990,19,1,19,81,0
AFIS,1210122359,Melissa Hurtado,16021934,11,45,11,3,0
SITAC,1202456448,María Rodríguez,06121991,94,98,94,79,0
CC DUP,6588350106,Laura Cifuentes,27021944,88,24,88,73,1
CC REC,0373463572,Melissa Hernández,23121986,5,79,5,6,1
TI PV,7032338641,Manuela Perez,24051986,85,95,85,93,1
ANI,6691816882,Juan Cifuentes,04101994,20,3,20,77,1
CCT,5746096511,Ana Cartagena,15101932,25,41,25,45,1
MTR,7891727880,Juan Martínez,20112008,47,62,47,10,0
HLED-WEB,5330772148,David González,27021952,95,62,95,11,0
CC PV,5838667658,Gabriela Murillo,27011960,44,15,44,53,0
AFIS,5160596599,Daniela Cartagena,28081983,94,53,94,75,1
MTR,5760485499,Sofía Murillo,07071926,13,74,13,35,1
TI REN,4460133703,Melissa García,06041947,81,79,81,22,0
CC DIG,9420248868,Ana González,27111963,85,42,85,68,0
CC PV,4039867837,María Hurtado,18051967,5,19,5,91,0
EIS,6606470505,Marcela Castaneda,03051925,73,100,73,19,0
EIS,8036086883,David Hernández,26091966,68,4,68,24,0
TI REN,2906116537,Miguel Perez,16121983,63,2,63,15,0
SIC,4761108936,Ana Murillo,21111925,19,78,19,4,1
CC,6211004573,María Cifuentes,14041975,23,25,23,22,0
TI REN,5585987846,Gabriela Martínez,13091940,85,35,85,15,0
HLED-WEB,5225801788,Manuela Cifuentes,14091930,8,60,8,31,1
EIS,0802081812,Luis Martínez,07051918,8,95,8,81,0
NIP,1057008497,Daniela Hurtado,09111967,44,77,44,81,0
ABIS,7624034300,Manuela Hurtado,22011975,8,16,8,16,1
SIC,5761814640,Marcela López,24101936,52,99,52,95,1
CC PV,1664614848,David Castaneda,06042001,8,21,8,83,1
CC DUP,5433144054,Juan López,17112002,13,19,13,35,1
ANI,2548515448,Sofía Cartagena,27072003,8,62,8,54,0
CC,2713383320,Ana Cifuentes,12021940,52,50,52,75,0
TI,6759202605,Ana González,06121963,17,50,17,10,0
CC REC,5967245255,David Cifuentes,15111985,19,62,19,43,0
SIC,9540547700,María Hurtado,24111928,73,60,73,97,1
DCU,7031547103,Daniela Murillo,10041980,20,81,20,19,0
HLED-WEB,1130359744,Carlos Martínez,26121964,63,94,63,65,1
HLED-WEB,8205611140,Ana Cifuentes,23051969,5,45,5,29,1
NUIP,1077895112,Marcela Perez,22031942,44,19,44,4,0
SIC,8665620735,Sofía Hurtado,12101975,44,38,44,77,0
SIC,8185653796,Juan Castaneda,14062007,66,79,66,43,0
AFIS,8853924542,Gabriela Hernández,01112002,68,1,68,36,0
CC REC,7748702500,Melissa Hernández,01111998,52,53,52,51,1
CC DIG,6825802814,Luis García,22071964,70,30,70,95,0
NIP,9849511324,Laura Castaneda,09061949,17,40,17,52,0
MTR,4274623222,Gabriela Cartagena,24111951,27,30,27,26,0
SIC,3350499672,María Murillo,16011997,88,2,88,4,1
CC REC,2788426195,Marcela López,15011968,5,20,5,44,1
CC REN,6806876088,Manuela Perez,07111949,81,62,81,94,1
ABIS,7369149313,Miguel Hurtado,10051937,86,31,86,99,1
EIS,1663376323,Marcela Martínez,02071963,18,3,18,40,0
CC DUP,7716445072,Gabriela González,28071944,11,59,11,2,0
EIS,7033316602,David Hurtado,05012008,70,59,70,13,1
CC,0513780328,Marcela Cartagena,16031987,91,62,91,21,0
TI,6931346430,Marcela Castaneda,13121964,88,1,88,95,1
EIS,4571049710,Carlos Castaneda,09011949,97,36,97,19,0
CC PV,4604755062,María García,19111968,70,13,70,34,1
TI REC,6977953049,María Perez,18101994,52,95,52,21,1
CC REC,5722445683,Daniela Castaneda,10091931,86,67,86,81,0
TI PV,0248153611,Manuela López,08012003,27,88,27,54,1
HLED-WEB,8593571067,Manuela Cartagena,02051953,99,97,99,54,1
TI DUP,1062238021,Carlos Murillo,23092009,47,88,47,4,0
CC REN,8525284931,Manuela Castaneda,10051980,91,99,91,83,0
TI REC,5380077464,Ana González,24042003,66,30,66,98,1
CCT,9101683885,Marcela Hernández,13072017,91,24,91,51,0
CC DUP,8940204116,Ana Martínez,04031990,81,43,81,77,1
ABIS,6591136372,Sofía García,17061946,52,77,52,50,1
AFIS,7967674502,Juan López,23091995,70,78,70,65,0
CC DIG,4654562237,Manuela Murillo,07031956,27,15,27,62,0
EIS,3216163652,Melissa Cifuentes,09061964,54,99,54,68,1
SITAC,6861231793,Melissa Rodríguez,22022009,15,13,15,59,0
CC,3169720409,Laura García,09041935,18,100,18,4,1
CC PV,1636617207,Gabriela González,02031988,76,81,76,53,0
NUIP,0706295617,Laura Cartagena,06111990,66,26,66,19,0
CC DUP,2633591381,Gabriela Perez,12051997,41,29,41,11,0
CC PV,6230238324,Ana Cartagena,21091968,94,87,94,40,0
CCT,0855066311,David Perez,18121936,97,30,97,98,0
TI DUP,5018979997,Melissa Perez,20011990,41,98,41,4,1
TI DUP,7081067492,Marcela Murillo,23031949,8,62,8,99,1
